PRODUCTLINE,Quarter,Month,Year,QUANTITYORDERED,SALES,
Vintage Cars,Q2,May,2003,22,995.5,
Vintage Cars,Q3,Sep,2003,49,2414.72,
Vintage Cars,Q4,Oct,2003,43,1560.47,
Vintage Cars,Q4,Nov,2003,27,1112.94,
Vintage Cars,Q4,Nov,2003,31,1138.94,
Vintage Cars,Q4,Nov,2003,20,1012.4,
Vintage Cars,Q4,Dec,2003,24,913.92,
Vintage Cars,Q1,Jan,2004,49,2349.06,
Vintage Cars,Q1,Mar,2004,24,1161.12,
Vintage Cars,Q2,Apr,2004,39,1764.75,
Vintage Cars,Q2,Jun,2004,37,1690.9,
Vintage Cars,Q3,Aug,2004,45,2137.05,
Vintage Cars,Q3,Sep,2004,45,2177.1,
Vintage Cars,Q4,Oct,2004,44,1734.48,
Vintage Cars,Q4,Oct,2004,23,865.49,
Vintage Cars,Q4,Nov,2004,30,3500.1,
Vintage Cars,Q4,Nov,2004,26,2223.52,
Vintage Cars,Q4,Nov,2004,43,2311.68,
Vintage Cars,Q4,Dec,2004,26,828.36,
Vintage Cars,Q1,Jan,2005,28,856.52,
Vintage Cars,Q1,Feb,2005,27,1845.45,
Vintage Cars,Q1,Mar,2005,24,4042.08,
Vintage Cars,Q2,May,2005,40,1828,
Trucks and Buses,Q1,Jan,2003,36,3680.28,
Trucks and Buses,Q2,Apr,2003,21,2925.09,
Trucks and Buses,Q2,May,2003,27,3415.77,
Trucks and Buses,Q3,Jul,2003,47,5105.14,
Trucks and Buses,Q3,Sep,2003,42,5098.8,
Trucks and Buses,Q4,Oct,2003,32,4661.76,
Trucks and Buses,Q4,Nov,2003,28,2969.96,
Trucks and Buses,Q4,Nov,2003,24,3496.32,
Trucks and Buses,Q4,Nov,2003,49,5760.93,
Trucks and Buses,Q4,Dec,2003,46,6819.04,
Trucks and Buses,Q1,Feb,2004,28,3148.88,
Trucks and Buses,Q1,Mar,2004,48,5704.32,
Trucks and Buses,Q2,May,2004,29,3520.6,
Trucks and Buses,Q2,Jun,2004,47,5285.62,
Trucks and Buses,Q3,Jul,2004,43,5605.05,
Trucks and Buses,Q3,Aug,2004,25,2779.5,
Trucks and Buses,Q3,Sep,2004,48,5398.08,
Trucks and Buses,Q4,Oct,2004,24,3189.6,
Trucks and Buses,Q4,Oct,2004,42,5581.8,
Trucks and Buses,Q4,Nov,2004,31,3820.44,
Trucks and Buses,Q4,Nov,2004,42,5528.04,
Trucks and Buses,Q4,Nov,2004,37,5981.42,
Trucks and Buses,Q4,Dec,2004,41,5684.65,
Trucks and Buses,Q1,Jan,2005,20,3449.4,
Trucks and Buses,Q1,Feb,2005,20,2654.4,
Trucks and Buses,Q2,May,2005,70,8498,
Trucks and Buses,Q2,May,2005,49,5510.54,
Motorcycles,Q1,Mar,2003,35,2060.45,
Motorcycles,Q2,May,2003,32,2460.16,
Motorcycles,Q3,Jul,2003,29,1787.56,
Motorcycles,Q3,Aug,2003,27,1645.65,
Motorcycles,Q4,Oct,2003,27,2169.18,
Motorcycles,Q4,Nov,2003,38,2816.18,
Motorcycles,Q4,Nov,2003,35,2521.05,
Motorcycles,Q4,Nov,2003,42,3199.98,
Motorcycles,Q1,Jan,2004,21,1338.12,
Motorcycles,Q1,Feb,2004,37,2972.58,
Motorcycles,Q2,Apr,2004,26,2070.9,
Motorcycles,Q2,May,2004,47,3092.6,
Motorcycles,Q2,Jun,2004,37,2408.7,
Motorcycles,Q3,Aug,2004,46,3472.54,
Motorcycles,Q3,Aug,2004,38,2263.28,
Motorcycles,Q3,Sep,2004,33,2194.17,
Motorcycles,Q4,Oct,2004,24,1346.4,
Motorcycles,Q4,Nov,2004,31,2533.63,
Motorcycles,Q4,Nov,2004,42,3403.26,
Motorcycles,Q4,Nov,2004,32,3307.2,
Motorcycles,Q4,Dec,2004,41,2896.65,
Motorcycles,Q1,Jan,2005,43,2632.89,
Motorcycles,Q1,Feb,2005,20,2046,
Motorcycles,Q1,Mar,2005,35,2279.55,
Motorcycles,Q2,Apr,2005,27,2150.55,
Classic Cars,Q1,Mar,2003,43,3360.45,
Classic Cars,Q2,May,2003,32,2326.4,
Classic Cars,Q3,Sep,2003,21,1545.6,
Classic Cars,Q4,Oct,2003,20,2144.6,
Classic Cars,Q4,Nov,2003,22,1639.22,
Classic Cars,Q4,Nov,2003,36,2649.6,
Classic Cars,Q4,Nov,2003,46,3845.6,
Classic Cars,Q4,Dec,2003,47,4527.04,
Classic Cars,Q1,Jan,2004,45,3966.3,
Classic Cars,Q1,Mar,2004,47,4142.58,
Classic Cars,Q2,Apr,2004,47,4441.5,
Classic Cars,Q3,Jul,2004,38,3315.12,
Classic Cars,Q3,Aug,2004,49,3918.53,
Classic Cars,Q3,Sep,2004,35,2830.45,
Classic Cars,Q4,Oct,2003,49,5298.86,
Classic Cars,Q4,Oct,2004,28,2620.8,
Classic Cars,Q4,Nov,2004,30,2181,
Classic Cars,Q4,Nov,2004,39,3382.08,
Classic Cars,Q4,Nov,2004,25,2876.75,
Classic Cars,Q1,Jan,2005,40,4107.2,
Classic Cars,Q1,Feb,2005,36,1350,
Classic Cars,Q2,Apr,2005,76,7182,
Classic Cars,Q2,May,2005,39,3933.93,
Classic Cars,Q1,Jan,2003,44,1742.4,
Classic Cars,Q2,Apr,2003,24,721.44,
Classic Cars,Q2,Jun,2003,39,1489.41,
Classic Cars,Q3,Aug,2003,21,891.03,
Classic Cars,Q3,Sep,2003,30,1209.3,
Classic Cars,Q4,Oct,2003,27,859.14,
Classic Cars,Q4,Nov,2003,37,1151.44,
Classic Cars,Q4,Nov,2003,42,1336.44,
Classic Cars,Q4,Nov,2003,32,905.28,
Classic Cars,Q4,Dec,2003,42,1247.4,
Classic Cars,Q1,Feb,2004,21,846.51,
Classic Cars,Q1,Mar,2004,33,1085.04,
Classic Cars,Q2,May,2004,49,1767.43,
Classic Cars,Q2,Jun,2004,31,1030.44,
Classic Cars,Q3,Jul,2004,38,1585.36,
Classic Cars,Q3,Aug,2004,20,813.2,
Classic Cars,Q3,Sep,2004,39,1172.34,
Classic Cars,Q4,Oct,2004,48,1510.56,
Classic Cars,Q4,Oct,2004,39,1448.07,
Classic Cars,Q4,Nov,2004,30,3338.1,
Classic Cars,Q4,Nov,2004,33,1225.29,
Classic Cars,Q4,Dec,2004,36,1336.68,
Classic Cars,Q4,Dec,2004,36,2985.84,
Classic Cars,Q1,Jan,2005,45,5545.8,
Classic Cars,Q1,Feb,2005,40,6089.6,
Classic Cars,Q1,Mar,2005,46,1789.4,
Classic Cars,Q2,May,2005,30,1082.1,
Classic Cars,Q2,May,2005,31,1030.44,
Planes,Q1,Feb,2003,49,3659.32,
Planes,Q2,Apr,2003,41,2443.6,
Planes,Q2,Jun,2003,35,2349.9,
Planes,Q3,Aug,2003,27,1646.19,
Planes,Q4,Oct,2003,23,1670.26,
Planes,Q4,Oct,2003,21,1467.48,
Planes,Q4,Nov,2003,34,2748.56,
Planes,Q4,Nov,2003,22,1522.4,
Planes,Q4,Nov,2003,48,3255.36,
Planes,Q1,Jan,2004,43,3535.03,
Planes,Q1,Feb,2004,32,2608.96,
Planes,Q2,May,2004,20,1356.4,
Planes,Q2,Jun,2004,24,1611.36,
Planes,Q3,Jul,2004,40,2603.2,
Planes,Q3,Aug,2004,30,2219.7,
Planes,Q3,Sep,2004,21,1496.25,
Planes,Q4,Oct,2004,25,1884,
Planes,Q4,Nov,2004,34,2166.14,
Planes,Q4,Nov,2004,48,2828.16,
Planes,Q4,Nov,2004,55,6214.45,
Planes,Q4,Dec,2004,25,1867,
Planes,Q1,Jan,2005,38,2676.72,
Planes,Q1,Mar,2005,39,2182.44,
Planes,Q1,Mar,2005,28,1611.4,
Planes,Q2,Apr,2005,24,1479.84,
Planes,Q2,May,2005,21,1424.22,
Classic Cars,Q1,Mar,2003,46,5942.28,
Classic Cars,Q2,May,2003,25,2348.75,
Classic Cars,Q3,Sep,2003,34,4392.12,
Classic Cars,Q4,Oct,2003,25,2759.75,
Classic Cars,Q4,Nov,2003,23,2728.03,
Classic Cars,Q4,Nov,2003,20,2395.8,
Classic Cars,Q4,Nov,2003,23,3052.33,
Classic Cars,Q4,Dec,2003,42,4242,
Classic Cars,Q1,Jan,2004,27,2790.45,
Classic Cars,Q1,Mar,2004,33,4340.49,
Classic Cars,Q2,Apr,2004,28,2762.2,
Classic Cars,Q3,Jul,2004,43,4645.72,
Classic Cars,Q3,Aug,2004,48,5580.96,
Classic Cars,Q3,Sep,2004,48,6539.04,
Classic Cars,Q4,Oct,2003,45,5548.95,
Classic Cars,Q4,Oct,2004,43,4595.41,
Classic Cars,Q4,Nov,2004,44,1859.44,
Classic Cars,Q4,Nov,2004,24,2093.76,
Classic Cars,Q1,Jan,2005,31,4223.13,
Classic Cars,Q1,Feb,2005,44,1596.76,
Classic Cars,Q2,Apr,2005,59,5820.35,
Classic Cars,Q2,May,2005,55,5296.5,
Classic Cars,Q1,Mar,2003,29,930.9,
Classic Cars,Q2,May,2003,39,1207.44,
Classic Cars,Q3,Jul,2003,20,717.4,
Classic Cars,Q3,Sep,2003,25,1066.75,
Classic Cars,Q4,Oct,2003,42,1554,
Classic Cars,Q4,Nov,2003,36,1277.64,
Classic Cars,Q4,Nov,2003,37,1578.79,
Classic Cars,Q4,Nov,2003,30,917.7,
Classic Cars,Q4,Dec,2003,21,777,
Classic Cars,Q1,Jan,2004,34,1476.28,
Classic Cars,Q1,Feb,2004,42,1538.46,
Classic Cars,Q2,Apr,2004,20,891.2,
Classic Cars,Q2,Jun,2004,40,1706.8,
Classic Cars,Q3,Jul,2004,34,1373.6,
Classic Cars,Q3,Aug,2004,31,1205.59,
Classic Cars,Q3,Aug,2004,36,1427.4,
Classic Cars,Q4,Oct,2003,48,1649.28,
Classic Cars,Q4,Oct,2004,33,1383.03,
Classic Cars,Q4,Nov,2004,37,1229.51,
Classic Cars,Q4,Nov,2004,27,1140.48,
Classic Cars,Q4,Nov,2004,39,1575.6,
Classic Cars,Q4,Dec,2004,36,1386.72,
Classic Cars,Q1,Jan,2005,36,5018.4,
Classic Cars,Q1,Feb,2005,41,5856.85,
Classic Cars,Q1,Mar,2005,37,4894.73,
Classic Cars,Q2,Apr,2005,47,2094.32,
Classic Cars,Q2,May,2005,15,640.05,
Vintage Cars,Q1,Feb,2003,44,3193.52,
Vintage Cars,Q2,Apr,2003,35,3066.7,
Vintage Cars,Q2,Jun,2003,41,3883.11,
Vintage Cars,Q3,Aug,2003,49,4814.25,
Vintage Cars,Q4,Oct,2003,31,2826.27,
Vintage Cars,Q4,Oct,2003,20,1593.2,
Vintage Cars,Q4,Nov,2003,45,3266.1,
Vintage Cars,Q4,Nov,2003,33,2453.55,
Vintage Cars,Q4,Nov,2003,47,3910.4,
Vintage Cars,Q1,Jan,2004,20,1788,
Vintage Cars,Q1,Feb,2004,47,3328.07,
Vintage Cars,Q1,Mar,2004,40,3788.4,
Vintage Cars,Q2,May,2004,30,3053.7,
Vintage Cars,Q2,Jun,2004,22,2005.74,
Vintage Cars,Q3,Jul,2004,27,2796.12,
Vintage Cars,Q3,Aug,2004,34,3159.96,
Vintage Cars,Q3,Sep,2004,46,3908.62,
Vintage Cars,Q4,Oct,2004,31,2606.48,
Vintage Cars,Q4,Oct,2004,24,2081.76,
Vintage Cars,Q4,Nov,2004,41,3519.85,
Vintage Cars,Q4,Nov,2004,55,10758,
Vintage Cars,Q4,Dec,2004,30,3021,
Vintage Cars,Q1,Jan,2005,33,1891.56,
Vintage Cars,Q1,Feb,2005,43,4208.41,
Vintage Cars,Q1,Mar,2005,27,2246.4,
Vintage Cars,Q2,May,2005,60,6107.4,
Classic Cars,Q1,Mar,2003,27,1987.74,
Classic Cars,Q2,May,2003,49,4068.96,
Classic Cars,Q3,Sep,2003,31,2282.22,
Classic Cars,Q4,Oct,2003,20,1541,
Classic Cars,Q4,Nov,2003,24,1951.92,
Classic Cars,Q4,Nov,2003,33,3107.61,
Classic Cars,Q4,Nov,2003,32,2328.64,
Classic Cars,Q4,Dec,2003,40,3184.8,
Classic Cars,Q1,Jan,2004,27,2149.74,
Classic Cars,Q1,Mar,2004,40,3184.8,
Classic Cars,Q2,Apr,2004,26,2114.58,
Classic Cars,Q3,Jul,2004,44,4256.56,
Classic Cars,Q3,Aug,2004,33,2344.98,
Classic Cars,Q3,Sep,2004,34,2328.66,
Classic Cars,Q4,Oct,2003,48,3575.04,
Classic Cars,Q4,Oct,2004,25,2076,
Classic Cars,Q4,Nov,2004,39,3305.25,
Classic Cars,Q4,Nov,2004,45,1538.55,
Classic Cars,Q4,Nov,2004,24,3325.92,
Classic Cars,Q1,Jan,2005,46,3662.52,
Classic Cars,Q1,Feb,2005,44,3478.64,
Classic Cars,Q2,Apr,2005,13,1057.29,
Classic Cars,Q2,May,2005,35,3385.9,
Classic Cars,Q1,Mar,2003,30,1892.1,
Classic Cars,Q2,May,2003,34,1707.14,
Classic Cars,Q3,Jul,2003,27,1785.51,
Classic Cars,Q3,Sep,2003,30,2057.4,
Classic Cars,Q4,Oct,2003,50,3490,
Classic Cars,Q4,Nov,2003,34,1707.14,
Classic Cars,Q4,Nov,2003,23,1506.96,
Classic Cars,Q4,Nov,2003,48,2880.48,
Classic Cars,Q4,Dec,2003,34,2206.6,
Classic Cars,Q1,Jan,2004,48,2351.04,
Classic Cars,Q1,Feb,2004,24,1205.04,
Classic Cars,Q2,Apr,2004,47,2935.15,
Classic Cars,Q2,Jun,2004,24,1263.84,
Classic Cars,Q3,Jul,2004,47,2935.15,
Classic Cars,Q3,Aug,2004,20,1224.6,
Classic Cars,Q3,Aug,2004,20,1359.4,
Classic Cars,Q4,Oct,2003,31,1822.18,
Classic Cars,Q4,Oct,2004,38,2163.72,
Classic Cars,Q4,Nov,2004,26,1591.98,
Classic Cars,Q4,Nov,2004,25,3078.5,
Classic Cars,Q4,Nov,2004,48,2997.6,
Classic Cars,Q4,Dec,2004,44,2747.8,
Classic Cars,Q1,Jan,2005,21,2447.76,
Classic Cars,Q1,Feb,2005,46,1910.84,
Classic Cars,Q1,Mar,2005,46,2430.64,
Classic Cars,Q2,May,2005,55,2896.3,
Vintage Cars,Q1,Feb,2003,31,1630.6,
Vintage Cars,Q2,Apr,2003,20,1459.6,
Vintage Cars,Q2,Jun,2003,29,1716.22,
Vintage Cars,Q3,Aug,2003,33,2560.47,
Vintage Cars,Q4,Oct,2003,34,1900.26,
Vintage Cars,Q4,Oct,2003,32,2019.84,
Vintage Cars,Q4,Nov,2003,27,1988.28,
Vintage Cars,Q4,Nov,2003,21,1449.84,
Vintage Cars,Q4,Nov,2003,27,1935.09,
Vintage Cars,Q1,Jan,2004,36,2793.24,
Vintage Cars,Q1,Feb,2004,43,3025.05,
Vintage Cars,Q2,May,2004,25,1742.5,
Vintage Cars,Q2,Jun,2004,46,3236.1,
Vintage Cars,Q3,Jul,2004,24,1735.92,
Vintage Cars,Q3,Aug,2004,39,2795.13,
Vintage Cars,Q3,Sep,2004,31,1671.52,
Vintage Cars,Q4,Oct,2004,22,1576.74,
Vintage Cars,Q4,Nov,2004,47,3615.71,
Vintage Cars,Q4,Nov,2004,20,1459.6,
Vintage Cars,Q4,Nov,2004,29,2891.01,
Vintage Cars,Q4,Dec,2004,38,2598.44,
Vintage Cars,Q4,Dec,2004,34,3871.92,
Vintage Cars,Q1,Jan,2005,46,3036,
Vintage Cars,Q1,Mar,2005,35,2231.6,
Vintage Cars,Q1,Mar,2005,34,2436.78,
Vintage Cars,Q2,Apr,2005,38,2173.6,
Vintage Cars,Q2,May,2005,18,1254.6,
Classic Cars,Q1,Mar,2003,37,3724.42,
Classic Cars,Q2,May,2003,43,5203,
Classic Cars,Q3,Sep,2003,27,3469.5,
Classic Cars,Q4,Oct,2003,30,3148.2,
Classic Cars,Q4,Nov,2003,22,2167.22,
Classic Cars,Q4,Nov,2003,49,6244.07,
Classic Cars,Q4,Nov,2003,46,5566,
Classic Cars,Q4,Dec,2003,48,4368.96,
Classic Cars,Q1,Jan,2004,46,4039.26,
Classic Cars,Q1,Feb,2004,48,4420.32,
Classic Cars,Q2,Apr,2004,27,2341.71,
Classic Cars,Q3,Jul,2004,43,5110.98,
Classic Cars,Q3,Aug,2004,48,6168,
Classic Cars,Q3,Sep,2004,41,4873.26,
Classic Cars,Q4,Oct,2003,22,2120.14,
Classic Cars,Q4,Oct,2004,46,4236.14,
Classic Cars,Q4,Nov,2004,21,1888.95,
Classic Cars,Q4,Nov,2004,31,1152.58,
Classic Cars,Q4,Nov,2004,26,2492.88,
Classic Cars,Q1,Jan,2005,20,1991.6,
Classic Cars,Q1,Feb,2005,34,3953.18,
Classic Cars,Q2,Apr,2005,43,3729.39,
Classic Cars,Q2,May,2005,26,2617.16,
Vintage Cars,Q1,Feb,2003,50,3983.5,
Vintage Cars,Q2,Apr,2003,35,3169.95,
Vintage Cars,Q2,Jun,2003,50,3899.5,
Vintage Cars,Q3,Aug,2003,23,1851.73,
Vintage Cars,Q4,Oct,2003,37,2513.41,
Vintage Cars,Q4,Oct,2003,29,2431.94,
Vintage Cars,Q4,Nov,2003,21,1514.52,
Vintage Cars,Q4,Nov,2003,36,3079.44,
Vintage Cars,Q4,Nov,2003,22,1900.36,
Vintage Cars,Q1,Jan,2004,22,1974.06,
Vintage Cars,Q1,Feb,2004,46,3703.46,
Vintage Cars,Q2,May,2004,23,1755.13,
Vintage Cars,Q2,Jun,2004,49,4273.29,
Vintage Cars,Q3,Jul,2004,48,3984.96,
Vintage Cars,Q3,Aug,2004,33,2407.68,
Vintage Cars,Q3,Sep,2004,22,1697.3,
Vintage Cars,Q4,Oct,2004,22,2011.02,
Vintage Cars,Q4,Nov,2004,25,2306.25,
Vintage Cars,Q4,Nov,2004,20,1845,
Vintage Cars,Q4,Nov,2004,42,2493.12,
Vintage Cars,Q4,Dec,2004,25,1508.5,
Vintage Cars,Q1,Jan,2005,23,2394.3,
Vintage Cars,Q1,Feb,2005,37,3164.98,
Vintage Cars,Q1,Mar,2005,37,3351.09,
Vintage Cars,Q2,Apr,2005,42,3064.32,
Vintage Cars,Q2,May,2005,51,3891.81,
Classic Cars,Q1,Mar,2003,40,5448.8,
Classic Cars,Q2,May,2003,43,5494.97,
Classic Cars,Q3,Jul,2003,47,6336.07,
Classic Cars,Q3,Sep,2003,23,2906.97,
Classic Cars,Q4,Oct,2003,35,4767.7,
Classic Cars,Q4,Nov,2003,34,3819.56,
Classic Cars,Q4,Nov,2003,25,3861.75,
Classic Cars,Q4,Nov,2003,45,6319.35,
Classic Cars,Q4,Dec,2003,47,6996.42,
Classic Cars,Q1,Jan,2004,49,6949.67,
Classic Cars,Q1,Feb,2004,40,4550,
Classic Cars,Q2,Apr,2004,29,4479.63,
Classic Cars,Q2,Jun,2004,39,5148,
Classic Cars,Q3,Jul,2004,24,2932.08,
Classic Cars,Q3,Aug,2004,25,3159.75,
Classic Cars,Q3,Aug,2004,36,4297.32,
Classic Cars,Q4,Oct,2003,50,7723.5,
Classic Cars,Q4,Oct,2004,45,5497.65,
Classic Cars,Q4,Nov,2004,26,4052.88,
Classic Cars,Q4,Nov,2004,21,3135.93,
Classic Cars,Q4,Nov,2004,42,5013.54,
Classic Cars,Q4,Dec,2004,32,5302.72,
Classic Cars,Q1,Jan,2005,31,2931.98,
Classic Cars,Q1,Feb,2005,33,1757.91,
Classic Cars,Q1,Mar,2005,45,6763.05,
Classic Cars,Q2,Apr,2005,76,11739.7,
Classic Cars,Q2,May,2005,70,9240,
Planes,Q1,Feb,2003,50,3241.5,
Planes,Q2,Apr,2003,28,1968.12,
Planes,Q2,Jun,2003,50,4094.5,
Planes,Q3,Aug,2003,28,1853.32,
Planes,Q4,Oct,2003,44,3392.84,
Planes,Q4,Oct,2003,27,1971.54,
Planes,Q4,Nov,2003,30,2169.9,
Planes,Q4,Nov,2003,43,2846.17,
Planes,Q1,Jan,2004,29,2018.4,
Planes,Q1,Feb,2004,48,2718.72,
Planes,Q2,Apr,2004,33,1981.65,
Planes,Q2,May,2004,40,3002.4,
Planes,Q2,Jun,2004,48,2948.16,
Planes,Q3,Jul,2004,41,3357.49,
Planes,Q3,Aug,2004,21,1175.16,
Planes,Q3,Sep,2004,32,2292.8,
Planes,Q4,Oct,2004,43,3286.49,
Planes,Q4,Nov,2004,30,2333.7,
Planes,Q4,Nov,2004,35,2675.05,
Planes,Q4,Nov,2004,45,4361.4,
Planes,Q4,Dec,2004,34,2018.58,
Planes,Q4,Dec,2004,26,3710.98,
Planes,Q1,Jan,2005,39,2847,
Planes,Q1,Mar,2005,41,3006.12,
Planes,Q1,Mar,2005,41,2797.84,
Planes,Q2,Apr,2005,64,3843.2,
Planes,Q2,May,2005,18,1351.08,
Vintage Cars,Q1,Jan,2003,49,1689.03,
Vintage Cars,Q1,Mar,2003,48,1654.56,
Vintage Cars,Q2,May,2003,46,1528.58,
Vintage Cars,Q3,Sep,2003,26,1013.48,
Vintage Cars,Q4,Oct,2003,37,1442.26,
Vintage Cars,Q4,Nov,2003,35,1163.05,
Vintage Cars,Q4,Nov,2003,23,971.98,
Vintage Cars,Q4,Nov,2003,22,902.66,
Vintage Cars,Q4,Dec,2003,39,1295.97,
Vintage Cars,Q1,Jan,2004,44,1534.72,
Vintage Cars,Q1,Mar,2004,27,1185.3,
Vintage Cars,Q2,Apr,2004,46,1698.78,
Vintage Cars,Q3,Aug,2004,33,1381.05,
Vintage Cars,Q3,Sep,2004,33,1340.46,
Vintage Cars,Q4,Oct,2004,24,965.04,
Vintage Cars,Q4,Oct,2004,31,1093.99,
Vintage Cars,Q4,Nov,2004,41,3166.84,
Vintage Cars,Q4,Nov,2004,22,2143.68,
Vintage Cars,Q1,Jan,2005,46,1717.64,
Vintage Cars,Q1,Feb,2005,43,4086.29,
Vintage Cars,Q2,Apr,2005,15,553.95,
Vintage Cars,Q2,May,2005,15,652.35,
Classic Cars,Q1,Jan,2003,26,2921.62,
Classic Cars,Q2,Apr,2003,44,5568.64,
Classic Cars,Q2,Jun,2003,20,1939.8,
Classic Cars,Q3,Aug,2003,40,3784.8,
Classic Cars,Q3,Sep,2003,23,2802.09,
Classic Cars,Q4,Oct,2003,24,2384.64,
Classic Cars,Q4,Nov,2003,29,2915.66,
Classic Cars,Q4,Nov,2003,49,5795.72,
Classic Cars,Q4,Nov,2003,34,3699.88,
Classic Cars,Q4,Dec,2003,28,2980.6,
Classic Cars,Q1,Feb,2004,37,5032.74,
Classic Cars,Q1,Mar,2004,45,4737.15,
Classic Cars,Q2,May,2004,46,6311.2,
Classic Cars,Q3,Jul,2004,22,3070.54,
Classic Cars,Q3,Aug,2004,39,4797.39,
Classic Cars,Q3,Sep,2004,27,3832.38,
Classic Cars,Q4,Oct,2004,36,4641.48,
Classic Cars,Q4,Oct,2004,38,4000.26,
Classic Cars,Q4,Nov,2004,44,5325.76,
Classic Cars,Q4,Nov,2004,31,4618.69,
Classic Cars,Q4,Dec,2004,23,3182.97,
Classic Cars,Q4,Dec,2004,22,2603.04,
Classic Cars,Q1,Jan,2005,28,1408.96,
Classic Cars,Q1,Feb,2005,21,1972.11,
Classic Cars,Q1,Mar,2005,37,5207.75,
Classic Cars,Q2,May,2005,31,4253.2,
Vintage Cars,Q1,Jan,2003,25,2873,
Vintage Cars,Q1,Mar,2003,26,2253.68,
Vintage Cars,Q2,May,2003,34,3576.12,
Vintage Cars,Q3,Jul,2003,29,3276.13,
Vintage Cars,Q3,Sep,2003,20,1811.4,
Vintage Cars,Q4,Oct,2003,42,3845.1,
Vintage Cars,Q4,Nov,2003,22,2571.14,
Vintage Cars,Q4,Nov,2003,47,5035.11,
Vintage Cars,Q4,Nov,2003,20,2279,
Vintage Cars,Q4,Dec,2003,33,3213.87,
Vintage Cars,Q1,Jan,2004,39,3532.23,
Vintage Cars,Q1,Mar,2004,33,3406.59,
Vintage Cars,Q2,Apr,2004,40,3467.2,
Vintage Cars,Q2,Jun,2004,46,3628.94,
Vintage Cars,Q3,Jul,2004,48,4674.72,
Vintage Cars,Q3,Aug,2004,21,1656.69,
Vintage Cars,Q3,Sep,2004,45,5171.4,
Vintage Cars,Q4,Oct,2004,33,3342.57,
Vintage Cars,Q4,Oct,2004,44,4884.88,
Vintage Cars,Q4,Nov,2004,33,6267.69,
Vintage Cars,Q4,Nov,2004,39,4424.16,
Vintage Cars,Q4,Nov,2004,39,1962.09,
Vintage Cars,Q4,Dec,2004,41,6847,
Vintage Cars,Q1,Jan,2005,40,3476.8,
Vintage Cars,Q1,Feb,2005,33,4592.61,
Vintage Cars,Q2,May,2005,28,2208.92,
Planes,Q1,Feb,2003,26,1657.76,
Planes,Q2,Apr,2003,29,2479.21,
Planes,Q2,Jun,2003,46,3565.92,
Planes,Q3,Aug,2003,33,2797.41,
Planes,Q4,Oct,2003,48,3756,
Planes,Q1,Jan,2004,40,2840,
Planes,Q1,Feb,2004,23,1716.26,
Planes,Q2,Apr,2004,40,3245.6,
Planes,Q2,May,2004,37,2760.94,
Planes,Q2,Jun,2004,24,1808.4,
Planes,Q3,Jul,2004,27,1682.37,
Planes,Q3,Aug,2004,21,1491,
Planes,Q3,Sep,2004,23,1666.35,
Planes,Q4,Oct,2004,44,3666.08,
Planes,Q4,Nov,2004,35,2916.2,
Planes,Q4,Nov,2004,43,2616.98,
Planes,Q4,Nov,2004,40,3390.8,
Planes,Q4,Dec,2004,35,3146.5,
Planes,Q4,Dec,2004,25,1561.5,
Planes,Q1,Feb,2005,43,10039.6,
Planes,Q1,Mar,2005,50,3167,
Planes,Q1,Mar,2005,45,3521.25,
Planes,Q2,Apr,2005,52,4219.28,
Planes,Q2,May,2005,48,3581.76,
Classic Cars,Q1,Mar,2003,31,2130.01,
Classic Cars,Q2,May,2003,29,2063.06,
Classic Cars,Q3,Jul,2003,23,2008.13,
Classic Cars,Q3,Sep,2003,31,2004.77,
Classic Cars,Q4,Oct,2003,23,1543.3,
Classic Cars,Q4,Nov,2003,24,2269.92,
Classic Cars,Q4,Nov,2003,28,1991.92,
Classic Cars,Q4,Nov,2003,44,2916.76,
Classic Cars,Q1,Jan,2004,22,2027.52,
Classic Cars,Q1,Feb,2004,46,3235.18,
Classic Cars,Q2,Apr,2004,22,2062.94,
Classic Cars,Q2,May,2004,38,3317.78,
Classic Cars,Q2,Jun,2004,47,3913.69,
Classic Cars,Q3,Aug,2004,48,3608.64,
Classic Cars,Q3,Aug,2004,40,3524.8,
Classic Cars,Q3,Sep,2004,32,2586.88,
Classic Cars,Q4,Oct,2004,49,4753.49,
Classic Cars,Q4,Nov,2004,43,3684.67,
Classic Cars,Q4,Nov,2004,41,5715.4,
Classic Cars,Q4,Nov,2004,30,3098.7,
Classic Cars,Q4,Dec,2004,28,2670.92,
Classic Cars,Q1,Jan,2005,43,5154.41,
Classic Cars,Q1,Feb,2005,41,4894.17,
Classic Cars,Q1,Mar,2005,30,2472.6,
Trucks and Buses,Q1,Jan,2003,31,3224.31,
Trucks and Buses,Q2,Apr,2003,32,3667.52,
Trucks and Buses,Q2,May,2003,43,4141.33,
Trucks and Buses,Q3,Jul,2003,26,2829.58,
Trucks and Buses,Q3,Sep,2003,27,3068.55,
Trucks and Buses,Q4,Oct,2003,24,2634.96,
Trucks and Buses,Q4,Nov,2003,22,2436.72,
Trucks and Buses,Q4,Nov,2003,46,4607.36,
Trucks and Buses,Q4,Nov,2003,37,3598.99,
Trucks and Buses,Q4,Dec,2003,49,3964.1,
Trucks and Buses,Q1,Feb,2004,21,2244.9,
Trucks and Buses,Q1,Mar,2004,25,2793,
Trucks and Buses,Q2,May,2004,37,4133.64,
Trucks and Buses,Q2,Jun,2004,45,3900.6,
Trucks and Buses,Q3,Jul,2004,32,2743.04,
